x	y	g	gxx	gyy	gzz	gxy	gxz	gyz	 
52.5	58.5	-0.268741	0.647229	-0.68322	0.0359913	0.686787	0.505029	1.3245	
52.5	59.5	-0.255842	0.625007	-0.693757	0.0687497	0.655335	0.467419	1.25578	
52.5	60.5	-0.243615	0.603389	-0.700422	0.0970326	0.624982	0.432758	1.18998	
52.5	61.5	-0.232032	0.582392	-0.703691	0.121299	0.595765	0.400824	1.12715	
52.5	62.5	-0.221063	0.562027	-0.704002	0.141975	0.567706	0.371407	1.06727	
52.5	63.5	-0.210677	0.542302	-0.70175	0.159448	0.540811	0.34431	1.01033	
52.5	64.5	-0.200846	0.523218	-0.697294	0.174076	0.515077	0.319351	0.95628	
52.5	65.5	-0.191542	0.504773	-0.690956	0.186183	0.49049	0.296358	0.905041	
52.5	66.5	-0.182737	0.486964	-0.683025	0.196061	0.467028	0.275172	0.856529	
52.5	67.5	-0.174403	0.46978	-0.673757	0.203976	0.444667	0.255648	0.810647	
52.5	68.5	-0.166515	0.453213	-0.663379	0.210166	0.423373	0.237649	0.767292	
52.5	69.5	-0.159049	0.43725	-0.652092	0.214842	0.403113	0.221051	0.726354	
53.5	0.5	-0.547991	0.686671	0.484374	-1.17105	-1.03872	2.11561	-2.15972	
53.5	1.5	-0.569712	0.717471	0.594293	-1.31176	-1.02394	2.23979	-2.18295	
53.5	2.5	-0.591619	0.751784	0.707471	-1.45925	-1.00434	2.36597	-2.19687	
53.5	3.5	-0.613615	0.789679	0.823097	-1.61278	-0.980136	2.49333	-2.20057	
53.5	4.5	-0.635594	0.831071	0.940344	-1.77141	-0.951666	2.62097	-2.19324	
53.5	5.5	-0.657441	0.875688	1.05841	-1.9341	-0.919384	2.74793	-2.17417	
53.5	6.5	-0.679036	0.923038	1.17655	-2.09959	-0.883823	2.87319	-2.14277	
53.5	7.5	-0.700254	0.972397	1.29414	-2.26653	-0.845549	2.99568	-2.09861	
53.5	8.5	-0.720965	1.02281	1.41066	-2.43346	-0.805113	3.11436	-2.04139	
53.5	9.5	-0.741038	1.0731	1.52573	-2.59883	-0.762983	3.22816	-1.97096	
53.5	10.5	-0.76034	1.12195	1.63912	-2.76107	-0.719482	3.33606	-1.88733	
53.5	11.5	-0.778741	1.16793	1.75064	-2.91857	-0.674742	3.43707	-1.79063	
53.5	12.5	-0.79611	1.20964	1.86016	-3.0698	-0.628662	3.53027	-1.68111	
53.5	13.5	-0.812321	1.24576	1.96749	-3.21324	-0.580904	3.6148	-1.55914	
53.5	14.5	-0.827253	1.27519	2.0723	-3.3475	-0.530914	3.68984	-1.42516	
53.5	15.5	-0.840786	1.29715	2.1741	-3.47125	-0.477968	3.75469	-1.2797	
53.5	16.5	-0.85281	1.31119	2.27209	-3.58328	-0.421253	3.80867	-1.12339	
53.5	17.5	-0.86322	1.3173	2.36519	-3.68249	-0.359963	3.85121	-0.956902	
53.5	18.5	-0.871917	1.31584	2.45203	-3.76787	-0.293395	3.88179	-0.781039	
53.5	19.5	-0.878813	1.30756	2.53094	-3.83849	-0.221051	3.9	-0.596696	
53.5	20.5	-0.883826	1.29347	2.60005	-3.89352	-0.142713	3.90551	-0.404908	
53.5	21.5	-0.88689	1.2748	2.65736	-3.93216	-0.058497	3.8981	-0.206868	
53.5	22.5	-0.887947	1.25286	2.70088	-3.95373	0.0311227	3.87766	-0.00394743	
53.5	23.5	-0.886958	1.22894	2.72869	-3.95763	0.125328	3.84424	0.202293	
53.5	24.5	-0.883896	1.20424	2.73914	-3.94338	0.222995	3.798	0.410098	
53.5	25.5	-0.878757	1.17976	2.73089	-3.91064	0.322761	3.7393	0.617533	
53.5	26.5	-0.871554	1.15629	2.70301	-3.8593	0.4231	3.66863	0.822507	
53.5	27.5	-0.862322	1.1344	2.65508	-3.78947	0.522411	3.58666	1.02282	
53.5	28.5	-0.85112	1.11438	2.58717	-3.70155	0.619098	3.49418	1.21622	
53.5	29.5	-0.838028	1.09633	2.4999	-3.59624	0.711647	3.39217	1.40047	
53.5	30.5	-0.823149	1.08018	2.39439	-3.47457	0.798688	3.28169	1.57343	
53.5	31.5	-0.806604	1.06571	2.2722	-3.33791	0.879039	3.16392	1.7331	
53.5	32.5	-0.788537	1.0526	2.13531	-3.18791	0.951739	3.04009	1.87777	
53.5	33.5	-0.769104	1.04049	1.98601	-3.0265	1.01606	2.9115	2.00599	
53.5	34.5	-0.748475	1.02902	1.8268	-2.85582	1.07153	2.77943	2.11668	
53.5	35.5	-0.726831	1.01781	1.66031	-2.67812	1.11788	2.64518	2.20915	
53.5	36.5	-0.704354	1.00653	1.48922	-2.49575	1.15509	2.50997	2.28311	
53.5	37.5	-0.68123	0.994899	1.31612	-2.31102	1.18331	2.37497	2.33867	
53.5	38.5	-0.657641	0.982687	1.14349	-2.12617	1.20288	2.24127	2.37627	
53.5	39.5	-0.633762	0.969722	0.973566	-1.94329	1.21426	2.10982	2.39674	
53.5	40.5	-0.60976	0.955884	0.808362	-1.76425	1.21802	1.98148	2.40113	
53.5	41.5	-0.585789	0.941109	0.649578	-1.59069	1.21481	1.85697	2.39073	
53.5	42.5	-0.561989	0.925377	0.49861	-1.42399	1.20535	1.73689	2.36701	
53.5	43.5	-0.538488	0.908706	0.356539	-1.26525	1.19035	1.6217	2.33149	
53.5	44.5	-0.515393	0.891147	0.224148	-1.11529	1.17055	1.51176	2.28577	
53.5	45.5	-0.492801	0.872773	0.101937	-0.97471	1.14667	1.40729	2.23142	
53.5	46.5	-0.470789	0.853677	-0.00984678	-0.84383	1.11939	1.30843	2.16997	
53.5	47.5	-0.44942	0.833963	-0.111174	-0.722789	1.08935	1.21522	2.10286	
53.5	48.5	-0.428746	0.81374	-0.202203	-0.611538	1.05715	1.12764	2.03143	
53.5	49.5	-0.408802	0.793122	-0.28324	-0.509882	1.02333	1.04559	1.9569	
53.5	50.5	-0.389615	0.77222	-0.354711	-0.417509	0.988359	0.968926	1.88036	
53.5	51.5	-0.371199	0.75114	-0.417127	-0.334013	0.952677	0.897456	1.80276	
53.5	52.5	-0.35356	0.729984	-0.471061	-0.258923	0.916651	0.830967	1.72493	
53.5	53.5	-0.336698	0.708844	-0.517121	-0.191723	0.8806	0.769222	1.64758	
53.5	54.5	-0.320605	0.687807	-0.555931	-0.131875	0.844793	0.711971	1.57128	
53.5	55.5	-0.305268	0.666947	-0.588119	-0.0788278	0.809455	0.658955	1.49651	
53.5	56.5	-0.290669	0.646332	-0.614299	-0.0320337	0.774772	0.609917	1.42366	
53.5	57.5	-0.276787	0.626021	-0.635063	0.00904207	0.740891	0.564598	1.35301	
53.5	58.5	-0.2636	0.606063	-0.650978	0.0449147	0.707929	0.522749	1.2848	
53.5	59.5	-0.251083	0.5865	-0.662574	0.0760743	0.675975	0.484126	1.21917	
53.5	60.5	-0.239208	0.567366	-0.670349	0.102983	0.645094	0.448497	1.15624	
53.5	61.5	-0.227949	0.54869	-0.67476	0.12607	0.615329	0.415641	1.09604	
53.5	62.5	-0.217278	0.530492	-0.676229	0.145737	0.586707	0.385349	1.03861	
53.5	63.5	-0.207167	0.512788	-0.675139	0.16235	0.559242	0.357423	0.983921	
53.5	64.5	-0.19759	0.49559	-0.671837	0.176247	0.532932	0.331679	0.931941	
53.5	65.5	-0.18852	0.478905	-0.666639	0.187733	0.507769	0.307945	0.882609	
53.5	66.5	-0.17993	0.462735	-0.659823	0.197088	0.483734	0.286062	0.835851	
53.5	67.5	-0.171794	0.447081	-0.651643	0.204562	0.460804	0.265881	0.791582	
53.5	68.5	-0.16409	0.43194	-0.642322	0.210382	0.43895	0.247265	0.749708	
53.5	69.5	-0.156793	0.417305	-0.632057	0.214752	0.418139	0.230088	0.710131	
54.5	0.5	-0.526999	0.560016	0.473562	-1.03358	-1.06308	2.08157	-2.0386	
54.5	1.5	-0.547497	0.581088	0.578682	-1.15977	-1.05129	2.202	-2.05949	
54.5	2.5	-0.568161	0.60479	0.687158	-1.29195	-1.03479	2.32438	-2.07181	
54.5	3.5	-0.588902	0.631176	0.798291	-1.42947	-1.01368	2.44795	-2.07474	
54.5	4.5	-0.609622	0.660182	0.91136	-1.57154	-0.988162	2.57188	-2.06754	
54.5	5.5	-0.630216	0.691607	1.02564	-1.71725	-0.958501	2.69527	-2.04957	
54.5	6.5	-0.650575	0.72509	1.14046	-1.86555	-0.925036	2.81715	-2.02028	
54.5	7.5	-0.670583	0.760104	1.25519	-2.01529	-0.888137	2.93654	-1.97926	
54.5	8.5	-0.690121	0.795959	1.36927	-2.16523	-0.848165	3.05242	-1.92622	
54.5	9.5	-0.709067	0.831822	1.48225	-2.31407	-0.805429	3.16378	-1.861	
54.5	10.5	-0.7273	0.866752	1.59373	-2.46048	-0.760151	3.26964	-1.78357	
54.5	11.5	-0.744698	0.899754	1.70337	-2.60312	-0.712426	3.36903	-1.69401	
54.5	12.5	-0.76114	0.929841	1.81083	-2.74067	-0.662204	3.46106	-1.59253	
54.5	13.5	-0.77651	0.956106	1.91574	-2.87185	-0.609283	3.54485	-1.47942	
54.5	14.5	-0.790691	0.977793	2.01763	-2.99542	-0.553327	3.61963	-1.35507	
54.5	15.5	-0.803575	0.994357	2.11588	-3.11024	-0.493898	3.68466	-1.21994	
54.5	16.5	-0.815056	1.00551	2.20968	-3.21519	-0.430513	3.7393	-1.07456	
54.5	17.5	-0.825034	1.01125	2.298	-3.30925	-0.362706	3.78298	-0.919556	
54.5	18.5	-0.833417	1.01184	2.3796	-3.39144	-0.290101	3.81519	-0.755632	
54.5	19.5	-0.84012	1.00781	2.45303	-3.46084	-0.212475	3.83553	-0.583602	
54.5	20.5	-0.845065	0.999877	2.5167	-3.51657	-0.129817	3.84366	-0.404401	
54.5	21.5	-0.848187	0.98891	2.5689	-3.55781	-0.0423665	3.83937	-0.219113	
54.5	22.5	-0.849431	0.975834	2.60795	-3.58378	0.0493717	3.82254	-0.0289876	
54.5	23.5	-0.848756	0.961569	2.63223	-3.5938	0.14463	3.79318	0.164548	
54.5	24.5	-0.846134	0.94696	2.64032	-3.58728	0.242408	3.75143	0.359883	
54.5	25.5	-0.841558	0.93273	2.63107	-3.5638	0.341514	3.69757	0.555234	
54.5	26.5	-0.835036	0.919441	2.60366	-3.5231	0.440623	3.63203	0.748667	
54.5	27.5	-0.826598	0.907479	2.5577	-3.46517	0.538344	3.55539	0.938133	
54.5	28.5	-0.816294	0.897054	2.49323	-3.39028	0.633278	3.46837	1.12152	
54.5	29.5	-0.804195	0.888216	2.41077	-3.29899	0.724086	3.37182	1.29673	
54.5	30.5	-0.790393	0.880875	2.31128	-3.19216	0.809536	3.26673	1.46172	
54.5	31.5	-0.775001	0.874834	2.19616	-3.07099	0.888549	3.15417	1.61461	
54.5	32.5	-0.758147	0.869822	2.06715	-2.93697	0.960229	3.0353	1.75371	
54.5	33.5	-0.739977	0.865522	1.92632	-2.79184	1.02388	2.91136	1.87764	
54.5	34.5	-0.720648	0.861602	1.77596	-2.63756	1.07903	2.78358	1.9853	
54.5	35.5	-0.700327	0.857736	1.61847	-2.47621	1.1254	2.6532	2.076	
54.5	36.5	-0.679186	0.853624	1.45634	-2.30996	1.16291	2.52143	2.14938	
54.5	37.5	-0.657398	0.849003	1.29197	-2.14098	1.19169	2.38943	2.20548	
54.5	38.5	-0.635133	0.843654	1.1277	-1.97135	1.21202	2.25828	2.24466	
54.5	39.5	-0.612559	0.837409	0.965638	-1.80305	1.22429	2.12895	2.26761	
54.5	40.5	-0.589832	0.830146	0.807701	-1.63785	1.22904	2.00232	2.27529	
54.5	41.5	-0.5671	0.821793	0.655524	-1.47732	1.22687	1.87914	2.26886	
54.5	42.5	-0.544497	0.812317	0.510461	-1.32278	1.21845	1.76003	2.24965	
54.5	43.5	-0.522145	0.801725	0.373578	-1.1753	1.20446	1.64549	2.21907	
54.5	44.5	-0.500149	0.790054	0.245661	-1.03571	1.18562	1.5359	2.17859	
54.5	45.5	-0.478601	0.777365	0.127231	-0.904596	1.16262	1.43154	2.12969	
54.5	46.5	-0.457578	0.763742	0.0185691	-0.782311	1.13612	1.33257	2.07379	
54.5	47.5	-0.437144	0.749278	-0.0802527	-0.669025	1.10676	1.23908	2.01225	
54.5	48.5	-0.417348	0.734078	-0.169341	-0.564737	1.07513	1.15105	1.94634	
54.5	49.5	-0.398228	0.718251	-0.24895	-0.469301	1.04176	1.06843	1.87722	
54.5	50.5	-0.379811	0.701906	-0.319448	-0.382458	1.00714	0.991103	1.80594	
54.5	51.5	-0.362113	0.685152	-0.381293	-0.303859	0.971701	0.918895	1.7334	
54.5	52.5	-0.345144	0.66809	-0.435003	-0.233087	0.935819	0.851613	1.66042	
54.5	53.5	-0.328904	0.65082	-0.481136	-0.169683	0.899819	0.789039	1.58767	
54.5	54.5	-0.313388	0.633431	-0.520272	-0.113159	0.86398	0.730937	1.51573	
54.5	55.5	-0.298585	0.616007	-0.552993	-0.0630138	0.828535	0.677062	1.44507	
54.5	56.5	-0.284481	0.598622	-0.579876	-0.0187461	0.793678	0.627165	1.37607	
54.5	57.5	-0.271057	0.581343	-0.601479	0.0201366	0.759564	0.580998	1.30903	
54.5	58.5	-0.258293	0.564229	-0.618339	0.0541107	0.726319	0.538316	1.24417	
54.5	59.5	-0.246166	0.54733	-0.630961	0.0836311	0.69404	0.498883	1.18167	
54.5	60.5	-0.234651	0.53069	-0.639818	0.109128	0.662797	0.462469	1.12163	
54.5	61.5	-0.223725	0.514346	-0.64535	0.131003	0.632642	0.428856	1.06412	
54.5	62.5	-0.213361	0.498329	-0.647961	0.149632	0.603607	0.397837	1.00916	
54.5	63.5	-0.203533	0.482663	-0.648021	0.165358	0.57571	0.369217	0.956765	
54.5	64.5	-0.194217	0.467368	-0.645868	0.1785	0.548956	0.34281	0.906897	
54.5	65.5	-0.185387	0.452459	-0.641805	0.189345	0.523339	0.318447	0.85951	
54.5	66.5	-0.177019	0.437948	-0.636106	0.198158	0.498846	0.295966	0.814544	
54.5	67.5	-0.169088	0.423842	-0.629017	0.205176	0.475455	0.275218	0.771923	
54.5	68.5	-0.161573	0.410144	-0.620757	0.210613	0.45314	0.256066	0.731565	
54.5	69.5	-0.15445	0.396858	-0.611521	0.214663	0.431872	0.238383	0.693381	
55.5	0.5	-0.506382	0.440748	0.465257	-0.906005	-1.07867	2.04093	-1.92143	
55.5	1.5	-0.525696	0.453247	0.565725	-1.01897	-1.0691	2.15715	-1.94006	
55.5	2.5	-0.545157	0.467688	0.669556	-1.13724	-1.05491	2.27525	-1.95081	
55.5	3.5	-0.564683	0.484125	0.776137	-1.26026	-1.03613	2.39453	-1.95295	
55.5	4.5	-0.584185	0.502528	0.884826	-1.38735	-1.01282	2.5142	-1.9458	
55.5	5.5	-0.603566	0.522765	0.994972	-1.51774	-0.985143	2.63342	-1.92877	
55.5	6.5	-0.622726	0.54459	1.10593	-1.65052	-0.95329	2.75131	-1.90138	
55.5	7.5	-0.641558	0.567641	1.2171	-1.78474	-0.91749	2.86692	-1.86323	
55.5	8.5	-0.659954	0.59144	1.3279	-1.91934	-0.877973	2.97932	-1.81404	
55.5	9.5	-0.677801	0.615412	1.43783	-2.05324	-0.834944	3.08755	-1.75365	
55.5	10.5	-0.694989	0.638909	1.54639	-2.1853	-0.788554	3.19067	-1.682	
55.5	11.5	-0.711404	0.661249	1.65315	-2.3144	-0.738882	3.28776	-1.59914	
55.5	12.5	-0.726935	0.681759	1.75763	-2.43939	-0.685916	3.37794	-1.50523	
55.5	13.5	-0.741473	0.699826	1.85936	-2.55919	-0.629553	3.46041	-1.4005	
55.5	14.5	-0.75491	0.714942	1.95777	-2.67271	-0.56961	3.53438	-1.28528	
55.5	15.5	-0.767145	0.726746	2.05218	-2.77892	-0.505849	3.59914	-1.15996	
55.5	16.5	-0.778077	0.735057	2.14178	-2.87684	-0.438017	3.65408	-1.025	
55.5	17.5	-0.787614	0.739887	2.22559	-2.96548	-0.365884	3.6986	-0.880944	
55.5	18.5	-0.795668	0.741441	2.30249	-3.04393	-0.289297	3.73224	-0.728427	
55.5	19.5	-0.802157	0.740094	2.37119	-3.11128	-0.208228	3.75456	-0.568172	
55.5	20.5	-0.807008	0.736365	2.43028	-3.16665	-0.122809	3.76524	-0.401026	
55.5	21.5	-0.810158	0.730864	2.47832	-3.20918	-0.0333635	3.76405	-0.227973	
55.5	22.5	-0.811552	0.724247	2.51383	-3.23808	0.059579	3.75085	-0.05015	
55.5	23.5	-0.811149	0.717165	2.53544	-3.25261	0.155288	3.72561	0.131135	
55.5	24.5	-0.808922	0.710212	2.54191	-3.25212	0.252849	3.68842	0.314402	
55.5	25.5	-0.80486	0.703894	2.53222	-3.23611	0.351193	3.63949	0.498005	
55.5	26.5	-0.798967	0.698599	2.50567	-3.20426	0.449146	3.5792	0.680154	
55.5	27.5	-0.791268	0.694582	2.46188	-3.15647	0.545468	3.50804	0.858943	
55.5	28.5	-0.781806	0.69197	2.4009	-3.09287	0.638911	3.42663	1.0324	
55.5	29.5	-0.770644	0.690761	2.32316	-3.01392	0.728269	3.33575	1.19856	
55.5	30.5	-0.757866	0.690848	2.2295	-2.92035	0.81242	3.23628	1.35549	
55.5	31.5	-0.743572	0.692039	2.12116	-2.8132	0.890365	3.12924	1.50139	
55.5	32.5	-0.72788	0.694078	1.99971	-2.69379	0.961266	3.0157	1.63468	
55.5	33.5	-0.710924	0.696674	1.86702	-2.5637	1.02445	2.89682	1.75399	
55.5	34.5	-0.69285	0.699517	1.72518	-2.42469	1.07945	2.77379	1.85827	
55.5	35.5	-0.673812	0.702303	1.57639	-2.2787	1.12598	2.6478	1.94679	
55.5	36.5	-0.653968	0.704747	1.42295	-2.12769	1.16393	2.52003	2.01917	
55.5	37.5	-0.633482	0.706594	1.2671	-1.97369	1.19339	2.39163	2.07538	
55.5	38.5	-0.612514	0.707626	1.11101	-1.81864	1.21458	2.26366	2.1157	
55.5	39.5	-0.591219	0.70767	0.956692	-1.66436	1.22787	2.13711	2.14073	
55.5	40.5	-0.569747	0.706596	0.805949	-1.51254	1.23374	2.01285	2.1513	
55.5	41.5	-0.548238	0.704317	0.660347	-1.36466	1.23275	1.89165	2.14847	
55.5	42.5	-0.526819	0.700787	0.521196	-1.22198	1.22552	1.77416	2.13342	
55.5	43.5	-0.505606	0.695996	0.389539	-1.08553	1.21272	1.66091	2.10747	
55.5	44.5	-0.484701	0.689965	0.266159	-0.956123	1.19502	1.5523	2.07195	
55.5	45.5	-0.464194	0.682742	0.151591	-0.834333	1.17308	1.44864	2.02825	
55.5	46.5	-0.444159	0.674396	0.0461461	-0.720542	1.14757	1.35013	1.97768	
55.5	47.5	-0.424659	0.665011	-0.0500658	-0.614946	1.11911	1.25689	1.92153	
55.5	48.5	-0.405743	0.654685	-0.137105	-0.51758	1.08826	1.16892	1.86098	
55.5	49.5	-0.38745	0.643519	-0.215176	-0.428344	1.05557	1.08621	1.79715	
55.5	50.5	-0.369808	0.63162	-0.284594	-0.347027	1.02153	1.00866	1.73102	
55.5	51.5	-0.352835	0.619095	-0.345763	-0.273332	0.986556	0.936119	1.66347	
55.5	52.5	-0.336541	0.606048	-0.399152	-0.206896	0.951039	0.868421	1.59528	
55.5	53.5	-0.320929	0.592579	-0.445269	-0.14731	0.915308	0.805364	1.52709	
55.5	54.5	-0.305997	0.578783	-0.484646	-0.0941368	0.879649	0.746729	1.45948	
55.5	55.5	-0.291736	0.564749	-0.517826	-0.0469228	0.844302	0.692285	1.39291	
55.5	56.5	-0.278134	0.550557	-0.545345	-0.0052113	0.809468	0.641794	1.32776	
55.5	57.5	-0.265175	0.536281	-0.56773	0.0314487	0.775311	0.59502	1.26432	
55.5	58.5	-0.252841	0.521989	-0.585484	0.0634955	0.741964	0.551725	1.20283	
55.5	59.5	-0.241111	0.507738	-0.599088	0.0913494	0.709532	0.511681	1.14346	
55.5	60.5	-0.229964	0.493581	-0.60899	0.115409	0.678091	0.474662	1.08634	
55.5	61.5	-0.219377	0.479563	-0.615612	0.136049	0.647701	0.440457	1.03153	
55.5	62.5	-0.209326	0.465724	-0.619341	0.153617	0.618398	0.40886	0.979078	
55.5	63.5	-0.199787	0.452095	-0.620532	0.168437	0.590208	0.379679	0.928995	
55.5	64.5	-0.190738	0.438706	-0.619512	0.180806	0.563139	0.352732	0.881265	
55.5	65.5	-0.182154	0.425579	-0.616573	0.190995	0.53719	0.327849	0.83585	
55.5	66.5	-0.174014	0.412732	-0.611984	0.199252	0.512351	0.304869	0.792702	
55.5	67.5	-0.166293	0.400181	-0.605982	0.2058	0.488606	0.283646	0.751756	
55.5	68.5	-0.158971	0.387937	-0.598782	0.210844	0.46593	0.26404	0.71294	
55.5	69.5	-0.152027	0.376009	-0.590575	0.214566	0.444298	0.245924	0.676175	
56.5	0.5	-0.486199	0.329275	0.458786	-0.788061	-1.08655	1.99475	-1.80857	
56.5	1.5	-0.504373	0.334287	0.554728	-0.889015	-1.07858	2.10645	-1.82506	
56.5	2.5	-0.522676	0.340706	0.653971	-0.994676	-1.0661	2.21993	-1.8343	
56.5	3.5	-0.541033	0.348596	0.755971	-1.10457	-1.04904	2.33454	-1.83565	
56.5	4.5	-0.559361	0.357966	0.86015	-1.21812	-1.02741	2.44955	-1.82849	
56.5	5.5	-0.577573	0.368746	0.965909	-1.33465	-1.00127	2.5642	-1.8123	
56.5	6.5	-0.595575	0.380789	1.07265	-1.45344	-0.970699	2.67764	-1.78662	
56.5	7.5	-0.613272	0.393864	1.17977	-1.57364	-0.93584	2.78902	-1.75109	
56.5	8.5	-0.630563	0.407663	1.28672	-1.69438	-0.89683	2.89745	-1.70544	
56.5	9.5	-0.647347	0.421805	1.39293	-1.81474	-0.853802	3.00204	-1.64951	
56.5	10.5	-0.663519	0.435867	1.49789	-1.93376	-0.806862	3.10191	-1.58323	
56.5	11.5	-0.678977	0.449398	1.60107	-2.05047	-0.756077	3.19619	-1.50661	
56.5	12.5	-0.693617	0.461957	1.70196	-2.16391	-0.701465	3.28405	-1.41977	
56.5	13.5	-0.707339	0.473146	1.79999	-2.27313	-0.642993	3.36471	-1.3229	
56.5	14.5	-0.720043	0.482637	1.89454	-2.37718	-0.580585	3.43743	-1.21625	
56.5	15.5	-0.731632	0.490208	1.98493	-2.47514	-0.514144	3.50152	-1.10016	
56.5	16.5	-0.742016	0.495756	2.07035	-2.5661	-0.443569	3.55638	-0.975038	
56.5	17.5	-0.751105	0.499312	2.14986	-2.64917	-0.368797	3.60144	-0.841345	
56.5	18.5	-0.758816	0.501038	2.22244	-2.72348	-0.289828	3.63621	-0.69964	
56.5	19.5	-0.765073	0.501213	2.28692	-2.78813	-0.206765	3.66028	-0.550573	
56.5	20.5	-0.769805	0.500211	2.34207	-2.84228	-0.119839	3.67331	-0.394907	
56.5	21.5	-0.772952	0.498468	2.38661	-2.88508	-0.0294307	3.67505	-0.233533	
56.5	22.5	-0.77446	0.496451	2.41925	-2.9157	0.0639165	3.66532	-0.0674919	
56.5	23.5	-0.77429	0.494616	2.43879	-2.9334	0.1595	3.64406	0.10202	
56.5	24.5	-0.772413	0.493377	2.44414	-2.93751	0.25647	3.61132	0.273643	
56.5	25.5	-0.768815	0.49308	2.43441	-2.92749	0.353851	3.56726	0.445858	
56.5	26.5	-0.763499	0.493982	2.40897	-2.90296	0.450577	3.51216	0.617007	
56.5	27.5	-0.756485	0.49624	2.3675	-2.86374	0.545527	3.44645	0.785324	
56.5	28.5	-0.747808	0.499908	2.31	-2.80991	0.637567	3.37068	0.948973	
56.5	29.5	-0.737527	0.504941	2.23687	-2.74181	0.725594	3.28554	1.10611	
56.5	30.5	-0.725714	0.511213	2.14884	-2.66005	0.808573	3.19184	1.25492	
56.5	31.5	-0.712462	0.518523	2.04702	-2.56554	0.885575	3.0905	1.39373	
56.5	32.5	-0.697878	0.526623	1.93284	-2.45946	0.955805	2.98253	1.521	
56.5	33.5	-0.682085	0.535229	1.80798	-2.34321	1.01862	2.86902	1.63543	
56.5	34.5	-0.665216	0.544043	1.67434	-2.21839	1.07355	2.7511	1.73601	
56.5	35.5	-0.647413	0.552768	1.53397	-2.08674	1.1203	2.62992	1.82201	
56.5	36.5	-0.628825	0.561124	1.38896	-1.95009	1.15875	2.50664	1.89301	
56.5	37.5	-0.609603	0.568854	1.24141	-1.81026	1.18894	2.38235	1.94894	
56.5	38.5	-0.589896	0.575735	1.09334	-1.66907	1.21106	2.25811	1.99001	
56.5	39.5	-0.569851	0.581584	0.946629	-1.52821	1.22544	2.1349	2.01672	
56.5	40.5	-0.549607	0.586256	0.802991	-1.38925	1.23251	2.01359	2.02979	
56.5	41.5	-0.529297	0.589647	0.663919	-1.25357	1.2328	1.89497	2.03017	
56.5	42.5	-0.509043	0.591694	0.53067	-1.12236	1.22689	1.7797	2.01894	
56.5	43.5	-0.488953	0.592368	0.40426	-0.996628	1.21541	1.66831	1.99728	
56.5	44.5	-0.469128	0.591673	0.285465	-0.877138	1.19899	1.56126	1.96643	
56.5	45.5	-0.449651	0.589641	0.174829	-0.76447	1.1783	1.45886	1.92765	
56.5	46.5	-0.430597	0.586326	0.0726861	-0.659012	1.15396	1.36134	1.88218	
56.5	47.5	-0.412026	0.5818	-0.0208196	-0.56098	1.12657	1.26884	1.8312	
56.5	48.5	-0.393987	0.57615	-0.105707	-0.470443	1.09672	1.18141	1.77584	
56.5	49.5	-0.37652	0.569471	-0.182133	-0.387338	1.06491	1.09905	1.71714	
56.5	50.5	-0.359653	0.561865	-0.250364	-0.311501	1.03165	1.02169	1.65603	
56.5	51.5	-0.343405	0.553435	-0.310754	-0.242681	0.99735	0.949211	1.59335	
56.5	52.5	-0.327788	0.544284	-0.363721	-0.180563	0.962404	0.881457	1.52985	
56.5	53.5	-0.312808	0.534515	-0.409726	-0.124789	0.927146	0.81825	1.46616	
56.5	54.5	-0.298464	0.524224	-0.449258	-0.0749668	0.891866	0.759388	1.40283	
56.5	55.5	-0.284749	0.513505	-0.482815	-0.03069	0.85681	0.704655	1.34031	
56.5	56.5	-0.271654	0.502442	-0.510897	0.00845535	0.822188	0.653828	1.27897	
56.5	57.5	-0.259165	0.491116	-0.533996	0.0428802	0.788169	0.606681	1.21911	
56.5	58.5	-0.247266	0.4796	-0.552586	0.0729859	0.754895	0.562988	1.16098	
56.5	59.5	-0.235939	0.46796	-0.567119	0.0991588	0.722475	0.522527	1.10474	
56.5	60.5	-0.225164	0.456256	-0.578022	0.121767	0.690995	0.485082	1.05053	
56.5	61.5	-0.214921	0.444539	-0.585695	0.141156	0.660519	0.450445	0.998432	
56.5	62.5	-0.205188	0.432858	-0.590509	0.157651	0.631091	0.418417	0.948494	
56.5	63.5	-0.195944	0.421252	-0.592804	0.171552	0.602741	0.388809	0.900738	
56.5	64.5	-0.187166	0.409757	-0.592893	0.183136	0.575483	0.361441	0.855159	
56.5	65.5	-0.178834	0.398403	-0.591061	0.192657	0.549321	0.336147	0.811733	
56.5	66.5	-0.170924	0.387217	-0.587565	0.200349	0.524249	0.312768	0.77042	
56.5	67.5	-0.163418	0.376219	-0.582639	0.20642	0.500253	0.291158	0.731166	
56.5	68.5	-0.156295	0.365427	-0.576491	0.211063	0.477315	0.271179	0.69391	
56.5	69.5	-0.149534	0.354858	-0.569307	0.21445	0.45541	0.252705	0.658583	
57.5	0.5	-0.466502	0.225803	0.453617	-0.67942	-1.08768	1.94404	-1.70028	
57.5	1.5	-0.483582	0.22433	0.545151	-0.769481	-1.08085	2.05099	-1.71476	
57.5	2.5	-0.500775	0.223851	0.639874	-0.863725	-1.06961	2.15962	-1.72258	
57.5	3.5	-0.51801	0.224448	0.737299	-0.961747	-1.05384	2.26932	-1.72316	
57.5	4.5	-0.535212	0.226161	0.8369	-1.06306	-1.03349	2.37942	-1.71596	
